website;size;html;css;js
agrifournitures.fr;6256469;773;20803;79026
agora-web.jp;9036439;6768;24386;155932
aghanina.net;1136226;943;22205;6325
agame.best;1807186;803;2850;31680
afroic.com;3710249;3259;47978;42027
afkgaming.com;2947822;3301;518;50735
adultchatdatingsites.com;2717168;1636;24633;31320
adncuba.com;8632803;650;17034;157992
admitone.fun;2972913;10033;45688;10617
adelaidefringe.com.au;3850086;842;23150;58714
adebiportal.kz;6067867;496;17802;102208
adcount.io;4824420;2131;48130;56354
adcorto.me;9173071;1071;27459;161510
adata.kz;2368996;1326;6334;37194
adamtheautomator.com;6648283;2133;12710;110888
adactio.com;290114;1352;1021;254
actu.fr;3517429;4134;10566;44245
aclsco.com;1909017;3416;200;34524
achareh.ir;2867871;551;21289;34995
acg18.moe;2463380;495;13158;15798
accfarm.com;2667906;22;9750;34234
acas.media;2522170;3274;32186;11145
academywave.com;8692338;2835;84647;75259
abomus.co.il;9858346;913;5405;159627
abnews.ru;5104343;1622;7042;66839
abler.com.br;6654202;2217;24440;91377
abesu.org;4850619;1008;1321;93478
aberkar.com;2166336;496;9968;18166
abekker.ru;11653159;5169;16923;51080
abchomeopathy.com;157582;160;1616;534
abcdinamo.com;3065912;476;30944;23236
abcbirds.org;8535614;2177;48341;142288
abasmanesh.com;3667870;1259;58914;29259
a2news.com;12680065;1225;56529;199915
19216811.uno;4987968;644;25108;91736
site123.me;3914615;2482;21276;25561
192168ll.onl;4280868;642;10884;91932
jsconf.eu;1461761;1418;201;19542
1906newhighs.com;7378145;2423;226;73832
1001consejos.com;1254194;1560;4686;9006
999plumber.co.uk;3654178;5757;2140;59517
999.md;8802103;859;8065;99867
777spielen.com;678653;1;3651;6953
511mn.org;5542862;1341;1796;63728
500wordessay.org;4031780;587;201;74256
365news.biz;19231463;7985;103958;254648
300hours.com;3158968;2882;24931;28634
220vk.com;3300132;278;3560;58365
158.69.0.201.;3928221;19046;690;15473
123milhas.com;10234186;2881;19155;185245
123link.co;3314775;995;15136;53006
112.international;10842906;654;14604;69056
100datingsite.com;1218432;1;319;22881
100count.net;7912710;2094;19200;148732
99taghvim.ir;3073730;1475;15949;29180
91.com.vn;6969092;7377;24031;105576
77betsg.com;9195804;2773;47930;155806
62info.ru;10844686;1949;13246;161143
51talk.ph;10328606;12972;18428;179582
51.79.157.150.;3842247;19638;200;15473
34travel.me;5446005;1705;8598;59225
24tv.ua;4797834;5240;4651;89011
24journal.ru;9388227;5909;26051;143675
12thman.com;11151395;686;1873;105353
12storeez.com;10175016;2013;25901;131505
10tv.in;11871233;2695;31916;250900
10times.com;4567279;2917;19661;63065
10faq.com;6033314;540;7270;108628
10bye.com;6791291;2259;10290;102531
9xbuddy.in;1334411;102;2279;24429
9anime.to;4496762;1159;20188;66026
8x8.vc;12586363;1060;9246;155764
8wayrun.com;3544125;1767;200;19072
8d9.ru;2769220;12117;6526;24082
7road.ru;2211338;866;8348;34205
7info.ru;12936734;19088;20199;189936
5homework.com;50137502;97419;9943;56704
4patriots.com;11686142;1154;39413;174976
4movierulz.run;3662403;4587;25405;16426
3v4l.org;1405758;779;886;20006
3d-galleru.ru;2358185;897;3007;43289
3dcoat.com;3202548;1531;4799;28458
2x2tv.ru;13099469;15690;4500;210271
2event.com;3593018;519;9931;39964
1ws.com;3629527;127;7959;67005
1stphorm.com;26671212;2375;33258;467703
1sa.com.ua;7570515;165;63376;49497
1coinmaster.com;6447819;242;13365;105245
imusician.app;11679721;12;368;230580
impactcee.com;14128876;3075;84174;155660
imoneyslots.com;1808483;2;10530;17245
imgoingcalendar.com;11129570;18;5187;156838
imamag.ir;2670687;597;2571;26223
0xtracker.com;5578566;164;9870;96985
100001.uno;3134059;312;9233;78097
1001albumsgenerator.com;842596;132;24806;3427
123movies.black;3789217;590;20146;59419
141.ir;4449479;2259;25449;41330
158.69.0.212.;2523193;19156;690;15453
167.114.3.50.;2055696;19352;200;15452
168xoso.com;9017322;746;27187;131808
185.224.83.128.;9110284;16593;1375;12789
1baiser.com;3535687;1166;36532;27053
1kuwaitjobs.com;1870673;72;1420;46454
1outlets.com;6534267;5044;200;84963
2020-2020.ru;5474525;486;10098;97790
2bahiskenti.com;3866314;5671;1853;49029
2fast4buds.com;8169512;17;7929;116824
2traveldads.com;6013441;1277;11064;85195
34.101.125.59.;10072411;13510;433;115450
34mag.net;5401722;1054;8319;20717
4filmyzilla.nl;2163267;1581;25405;20921
8greens.com;11789109;1913;37582;180425
996.icu;650121;527;200;10391
999club.com;15386235;4624;29633;269735
9jabetking.com;5975518;488;79098;52849
9thcivic.com;3875604;10533;366;61180
aakedekh.in;18887199;15688;80433;263654
aassttiinn.com;6110511;6297;21282;47719
abc.ru;7960716;1164;20407;91760
abekker.by;10747883;3960;16920;44088
aboutan.ru;5105169;1726;20696;102042
absba.cc;6660992;4212;18852;135661
abwaab.me;7971297;2227;23862;98291
ac-franchise.com;6784978;452;38850;83407
achievo.org;2263688;295;2684;37903
adabworld.com;2905829;2600;26323;36320
adamant.ua;1032777;477;9227;3911
adcorto.com;4900380;655;24684;63522
adilar.com;2778104;3293;33107;29271
adleiranian.co;5189188;1369;57350;61552
adnigam.com;1986977;471;2410;33413
adoption.org;7140726;2664;16706;132921
adsenseturkiye.com.tr;5938301;7167;2392;104673
adultnode.com;4464927;479;30819;59291
advertoriale.com.ro;2180799;1;39068;11547
aero.com;15071628;627;13502;231602
afexnigeria.com;14471728;17686;16184;139347
affinityspotlight.com;2037410;1;4827;31952
afradata.net;9353489;639;88512;114459
automatapi.xyz;3718802;34;23169;55001
agone.org;4461435;17;200;65463
aiad.com.au;4173108;5116;312;49303
aimseducation.edu;7337655;1973;3865;137329
ainaglow.com;5926149;3021;200;113326
airlinestravel.ro;13496033;4507;61594;205600
akhbarejadid.com;3960889;1474;16134;41126
aklectures.com;5259782;934;4380;90285
ak-opt.ru;9398822;1371;30959;52891
alfabozum.com;3908527;4518;4519;60150
alfaleasing.ru;11485122;1517;9286;174674
alleideen.com;4588452;2033;10693;40063
allinclusivefilm.ru;2322470;1553;20031;18548
allmylinks.com;6245574;145;34945;93303
all-routes.ru;6645848;400;5564;133518
alnahdanews.com;11526352;1414;7304;61212
aloola.vn;2195630;2;33757;18659
alterthess.gr;10101898;3653;54131;148935
populiweb.com;699938;1;17951;6769
alvandmusic.org;4409762;2232;31159;16279
amanha.com.br;8554034;1740;63058;53783
amf.com.ua;6197311;1295;20777;67895
amillionstyles.com;7587058;1110;35902;118006
amomama.fr;1893936;6827;3586;15224
amon.tech;5331425;545;9713;47733
amzetta.com;13093408;480;59113;188979
anadoludabugun.com.tr;9350675;971;11285;36900
androidinfo.ru;1298463;190;6373;14009
androidkade.com;3614402;1111;7159;37882
angelamariemade.com;5432162;658;5156;85451
angular.cn;1978962;2289;6376;15683
anilo.net;4037511;3630;33717;31360
animeku.me;8723820;479;33955;51441
aniteca.net;15917788;636;51274;231803
aniz.gq;3409676;2;21994;52647
annahelp.ru;1839172;477;10260;25928
answerrootsearch.com;1934033;1177;7482;31975
antarrashtriya.in;9275171;5342;36254;85334
anycart.com;12840445;53935;200;175902
anzacday.org.au;9273403;1085;35647;172066
apofraxeisantoniou.gr;3379717;3395;29589;48138
farhadmarket.com;16588097;1334;53001;218410
neoufitness.com;20162869;1823;5414;398708
dspa.gov.mo;10651;0;0;0
tazminchi.com;4399226;47;16276;61718
apressurecooker.com;7205453;2990;6351;74151
arachnoboards.com;6281261;4603;803;91461
arahonar.com;6409023;4920;61376;69807
ariaimen.com;6894697;7;48102;78124
arkane.network;4279717;3605;24374;51949
ark-nights.com;1865037;65;565;51776
arpal.ua;6914897;548;17031;42688
arrowfilms.com;15865467;971;36757;54451
artsdiscounttowing.com;2371141;296;2119;40583
asafuturescape.org;3668609;987;4999;55905
asamifoods.com;1823841;2705;1310;31676
askmyadvisor.co;10118443;4250;2455;173935
assiste.com;2923154;2237;3988;55699
assistironline.net;3148628;2614;26496;21636
bluelogic.ai;24223;122;327;0
astraparis.gr;13608007;2657;62171;98049
aszdziennik.pl;8720302;1337;4747;173627
atl.ua;17364833;29152;36357;135293
aturtleslifeforme.com;6651216;2625;13217;115589
atvclub.ru;1142970;213;23048;6845
audio.com.pl;12371063;1387;25245;96492
austonia.com;9862575;9868;19937;104589
autolikesig.com;6592364;2153;78395;56399
automotur.club;7264499;1500;16666;130486
avazac.com;3329544;3491;23421;26623
avclub.gr;2137770;6541;17885;20803
avforum.no;4881206;5308;18032;87838
aviationtoday.ru;4304908;1191;13237;83390
avninga.com;2781051;7658;343;35963
avval.org;7168789;162;50843;64481
aweb.ua;3017294;548;6488;33996
babyben.ru;7012837;325;23402;92979
backgroundcheckall.com;3647281;946;15741;74600
backroadramblers.com;7614192;2637;11597;88881
badmanstropicalfish.com;10695107;4335;69718;133683
bag2bag.in;5215127;1984;8539;69311
balkaninews.com;17201094;3178;123524;216394
ballwash.com;11141362;580;728;160574
bamatn.com;2904231;2238;10537;24800
bangkokcuisine.com;3290279;4374;24976;33108
banish.com;15673020;1527;41366;298232
barbasbellfires.com;2047907;1;11528;19947
barrymanilow.com;5946472;3238;46053;50563
bartardigital.com;6679248;6794;37407;61747
basicjankari.in;4505104;3102;9115;91825
bccks.jp;3039934;1;9867;21638
bajajcapital.com;15998024;1;55071;212370
beachbroadcast.com;5085737;3404;207;98584
bearstech.com;3614346;844;13149;49242
beautifulhairypussy.com;9931507;1233;3199;30180
beautyandseoul.co.uk;7560374;2758;12743;97329
beautyhack.ru;8026491;1577;20628;52103
bekker.kz;10547329;3765;16923;45179
bellgardenschamber.biz;3396531;3807;6805;56356
bengalsshopfootballsonlines.com;3616214;3831;39156;19682
berrymaple.com;5416885;1795;9285;78680
bessergesundleben.de;10668916;1026;432;158391
bestcasualdating-4u.com;409022;176;1892;4840
best-horror-movies.com;2463736;225;1587;50016
communityinclusion.org;5480887;10088;49;89573
beyeu.com;6961078;3323;24497;99391
bhabhiporn.pro;6425166;1126;1597;17785
bhojpurilove.in;907803;827;10516;3114
bhojpurisavan.in;2722350;821;16110;57944
bhub.com.ua;6555644;2668;18659;98051
bhulekhbhunaksha.in;2620617;2625;5209;60889
biareview.com;2247874;3211;7633;43770
bicycleuniverse.com;7561320;1233;41108;88038
bigsearch.ir;4977117;2309;36552;52448
bigtits.city;1489002;2415;342;17138
billease.ph;6914429;1302;8067;92744
billsmachinerepair.com;2319523;3815;200;42947
bils.ir;1069810;431;773;13909
biographiya.com;320209;554;3037;3759
bitmidi.com;2866643;1196;1244;69108
bitpr0.com;2627616;14;200;30840
bitscript.cc;3107223;478;13900;46360
bittube.video;12142107;52;16619;127474
blackberrybabe.com;7072493;658;4774;82143
black-friday.global;3122560;2193;5757;62406
blade-city.com;14952830;1199;90342;193026
blivesta.com;2060417;701;249;42565
blockchain.poker;9510462;615;28504;156453
dafu.cf;336279;1232;8123;0
blogkienthuc.net;2810345;1513;44004;17088
bloplat.in;5029773;2390;76798;39061
blueridgecountry.com;8878262;1551;9712;112563
blueskystudy.org;6976312;485;57537;70071
boardgame.vn;16506335;2025;4612;138344
boardingpass.ro;6181244;775;25589;94908
bonakchi.com;6862278;2138;27692;60382
bonline.ge;2891587;784;1174;59139
b-online.ru;11232164;2377;72558;175470
bouw.ru;26844033;1083;74734;136591
bovegas.com;4739264;890;14448;63481
brandjoy.jp;9812098;928;12943;122546
braveindianews.com;6341117;3767;49192;87834
brawl-stars-pc.com;7146063;12486;27895;114729
brokenbad.biz;9596;1;200;0
brokermint.com;6768920;13672;328;113399
buckeyeads.com;2271545;6060;10706;26692
bullocksbuzz.com;5258367;2207;6102;76433
businessnewstips.com;6910020;492;53682;103584
buy-club.ru;18286813;2;19706;284204
buymorex.com;7763515;579;8496;108193
buzzkrasota.ru;4929440;1424;5658;78123
bvacommerce.com;6991229;8143;312;109255
by-pink.com;5631029;2571;5608;84577
bytewarez.net;67132;0;2884;74
bytuong.com;6107522;33278;13786;68155
caavo.com;10498797;2020;35124;197179
cadourionline.md;2504419;524;10219;12555
cafemutual.com;6211046;659;25294;117909
canadamedlaser.ca;9702097;24021;11486;136616
cancoesdemedicina.online;3972895;1;22084;50182
canyonglutenfree.com;8265892;1187;53064;38617
capemaymac.org;13398846;2252;66269;60499
capstonetool.com;12537766;8028;17587;154844
caraisins.com;9168767;2560;58275;58301
caramel.la;6641513;623;1955;109423
careersportal.ie;4661193;2004;28411;40740
carextra.ru;6341614;2474;12966;107595
carriefans.com;4865084;3092;1279;87073
carvaganza.com;7614660;5621;10310;125320
cbseportal.com;4151834;489;12246;100584
cenoteka.rs;6497510;3676;14867;98946
chadrokeach.com;3099974;334;1745;57280
changecoins.io;5850608;1288;29614;71957
chapmanfreeborn.aero;5906274;1772;18750;74497
charliehunter.com;1905976;2398;200;35896
cheapestbuy.in;3137954;2909;14279;36486
cheflolaskitchen.com;5353108;3429;7610;72282
chicagohealthonline.com;6394312;59;52305;78748
chicco.com.ua;8089144;2992;47396;87054
chidag.ru;1354708;945;4570;17696
chkoushik.com;4375100;605;38399;79212
choualbox.com;3446415;2640;13948;20105
christianindex.org;5223592;2181;17893;30048
chuyeneva.vn;4852298;2377;6061;45792
ciela.com;12082915;1107;21930;156949
cinefilmeshd1.com;9029085;961;45038;149229
cinereporters.com;7068104;3371;32396;64725
circuitverse.org;2144230;1460;21233;13609
civil4m.com;1607245;3652;200;19186
clearclouddns.com;3935109;753;19969;75086
clicklikethis.com;7475119;1410;5516;90989
clickplayer.tv;11483103;5595;53265;107217
apihf.com;1002;8;0;0
clothiir.com;9871064;1585;35560;137245
clpg.ec;7043702;2294;40165;70066
club-hd.com;17049409;7741;482;48266
cmbv.fr;3387512;1873;30367;36531
cmhahelps.com;2291105;3050;200;42899
cocbases.com;9059015;2987;13310;94315
coiney.com;10093154;6313;1547;108159
coinpredictor.io;1825598;18241;7556;3591
colineal.com;19317677;7379;40991;257560
col.org.il;50114018;9785;47594;40222
colouredraine.com;16893958;2966;45008;265252
colway.pl;5916310;995;23975;27565
combinationfirmware.com;4157201;1519;6397;71747
commercenext.com;7637354;2725;51465;97979
computerworld.hu;5724758;485;10829;126047
marketingdegentileza.com;8001536;5657;22132;56850
consultorio.me;1701825;633;30797;2700
contentshifu.com;5597682;4611;11856;84540
usu.com;6730295;76;8200;124508
coronaviruscymru.wales;1917651;2508;561;37766
cosmomusic.ca;15190026;5102;15981;154134
couponjadide.com;3025418;2708;42360;32285
coveblu.com;3284566;2;8999;48800
covery.ai;2961730;1107;200;39506
cowboypoetry.com;2309747;208;1684;53633
cowgirlmagazine.com;8533018;5234;200;111068
cq-cafe.ru;2422843;1075;5888;26720
craftivitydesigns.com;6207995;2139;5429;95798
crane-usa.com;21575964;1988;42101;97403
create-sound.ru;5025180;3138;14036;94956
credit-10.com;2759733;25;30354;30388
creebhills.com;6546650;3165;49144;78654
criticalhits.com.br;5839478;9;270;105832
croniosv.com;12250240;1029;53734;163586
cryptobits.directory;1930148;2;2645;27238
cryptodelta.net;8239432;858;42857;68510
cryptofundresearch.com;5593668;3101;38540;54350
cryptointalk.com;2657071;5727;18186;19453
cryptourl.net;5872231;10;17085;82233
csgofloat.com;10224344;1808;4212;117492
cssbidesign.com;8101806;4607;83928;69383
cssguidelin.es;305842;2616;354;2873
rubio.net;2425324;1;33668;31941
cuisine-addict.com;3135528;2993;28207;21673
curiotube.com;6073754;1898;17902;81066
curlfinity.ch;3147957;210;13338;41715
curriqunet.com;2300906;4250;200;39996
dankicode.com;6052331;119;4859;7091
cursosgratuitospro.com.br;5623559;4787;39728;92644
curvefever.pro;13151215;14;17358;136745
cvindependent.com;6982234;6;936;64366
d4swing.com;3146867;1221;1663;53078
dachadecor.ru;6399917;2327;7620;129657
dachamechty.ru;8068313;490;16263;119445
dadaykhoe.vn;3549854;742;5803;46813
dagcoin.org;8886755;11834;3833;135885
dailyplaylists.com;9188903;36575;256;127919
dardoor.com;3606730;1062;53215;35060
perxtech.net;15140170;1298;22324;242808
datavision.com;20524144;3827;29140;326096
dayacenter.com;3972106;2675;30995;30517
daydot.agency;2453379;383;2077;56954
dcmais.com.br;8742417;3264;34384;117997
ddaudio.com;3599127;2127;36123;20424
deadtoonsindia.info;2252319;2528;16664;33256
dealerbuilt.com;1629211;840;6039;22382
dealjava.com;6433244;818;16947;78145
decortips.com;11319211;1502;432;159483
denika.ua;6479091;1408;21646;67771
den.social;11498264;268;20437;138841
dentalsave.com;10617416;9831;72561;144292
renault.ch;4711832;993;7431;71807
desigirlsfuckvidz.com;4130625;946;1033;58859
desserto.com.mx;5559804;468;18852;127949
dewafortune.net;5761475;746;34858;115266
dex-trade.com;7073493;712;21566;105183
diariodechiapas.com;23901785;23936;12943;220344
diaryofajournalplanner.com;4827494;1840;3825;75245
digitalhealthbuzz.com;18104966;10013;107220;234819
digitalsurge.com.au;13764503;1433;7725;159867
digizargar.com;10498475;5843;78085;132479
dijitalistasyon.com;3645295;1477;34957;27406
diliroom.fr;1188353;11422;200;13749
dimaht.com;4941509;1529;23620;41749
dirtwheelsmag.com;14661644;14605;65019;176983
dirtybirdrecords.com;15027796;1032;14644;219312
districtfm.com;13395501;3046;85508;213530
divnil.com;5510539;809;340;91451
diysolarforum.com;1713972;4641;200;17369
dizimax.me;10459597;4851;82487;133021
dle-faq.ru;2963374;962;248;48151
dmboard.media;11042824;2199;95770;100488
dmvideo.download;2647840;487;16579;56920
documented.net;19617236;485;114332;217952
dogpre.com;11038030;10050;3528;154463
dolgoprudny-kaminy.ru;1183526;0;0;0
domashka24.com;2167123;208;3458;31196
domicad.com.ua;11966330;4724;16922;42863
doonhorizon.in;5519824;3040;17211;69044
download1music.ir;2355491;1465;5997;25518
berangkasilmu.com;3023090;94;23276;43581
downloadgram.org;3626803;485;11133;71874
drdiamond-store.com;7002438;4912;47722;57888
dreamindemon.com;14379238;2924;3198;58823
dreamvention.com;12980552;1007;27645;256700
dreamz.com;5275905;1467;200;86709
dreft.com;5042610;535;33556;63259
drewramseymd.com;907406;639;5720;9115
duan24h.net;13514895;13794;68794;152461
dveri.com;2116496;1504;8517;24103
dwallart.com;3281329;1020;21133;44533
dynamiteit.nz;3402782;485;7899;54175
dynastytradecalculator.com;12282098;1791;68072;126625
mobireg.pl;2676653;6063;5308;45883
eaglepeakstore.com;8453505;1467;16323;122323
earningmanners.com;2231607;483;8800;7036
eastwoodguitars.com;22729201;1095;23385;340006
ecommercefastlane.com;6789054;6655;56342;22713
ecoporno.ru;2806431;131;31678;15056
ecosmartfire.com;11518172;1714;54218;170349
eden-court.co.uk;6965725;938;12771;64239
edwin-europe.com;18203894;550;19811;92153
e-edukasyon.ph;3030746;1037;1909;61204
eizone.info;4127854;21412;5927;68592
ekfgroup.com;15348511;3471;54747;137649
elancemarket.com;6987834;5359;40634;78711
elazighakimiyethaber.com;4976122;15861;18289;58097
elderecho.online;13934613;3900;36458;137480
elementorforum.com;1599854;1957;396;17316
elevation.com;4340704;1416;21509;55787
eligrey.com;1020845;443;7008;6483
elixirschool.com;1238938;436;7019;27938
el.kz;6876905;1035;21565;56127
elmundo.com.bo;10254486;12643;33397;26550
elonphoenix.com;12112181;1585;1961;123407
emojio.ru;4154755;902;13032;68370
enactjs.com;6187723;2748;238;37460
cursor.style;9052690;857;5367;122986
endeus.tv;7097153;7192;8040;126939
energibangsa.id;5979371;552;36446;40499
energylandia.pl;16480547;1567;63934;256891
englishsummary.com;9289915;6173;4277;155765
incanto.eu;8322848;556;21526;121399
enpuertovallarta.com.mx;5633038;1025;19523;98233
thesuperplay.com;6397559;29323;963;565
entrepreneurfox.com;6497143;591;64340;77968
zalando.de;9837869;137;22685;133249
equalbaby.com;23816315;2168;56393;394676
ero-top.info;1897891;229;2428;22224
wurth.fr;13205802;3044;33373;173662
eshraghtrans.com;7338377;545;13349;72828
esp.md;14787938;952;31421;221106
esports-news.co.uk;11718586;4567;63053;196369
esquire.kz;11405276;560;26096;104341
estradaistudio.pl;11482437;1054;14063;119968
esu.edu.sa;16425785;6025;92901;156682
esylern.com;16281393;6020;92901;156682
balibodyco.com;9257456;1010;28142;119015
eventertainmentbiz.com;2448784;428;2101;53300
evincedev.com;10846573;1429;75471;154854
evmaster.net;2427993;5;7175;52166
evoweb.uk;1453438;1421;200;19223
exafm.com;9118810;605;14219;106666
excelcredit.co;11973128;4804;47345;138540
execthread.com;5640400;1767;8027;18817
expatexplore.com;19462308;1473;33845;328732
experify.io;7668499;779;21304;78148
expertjobmatch.com;2591198;2554;19402;38771
explosion.ai;1890379;1409;200;37238
exportcomments.com;7600450;6;75113;83515
extratips.com;5816004;3;424;76124
ezyschooling.com;10552616;20513;368;119838
f1comp.ru;2599173;7;587;57670
f2school.com;8224929;772;18962;120051
fabrika-mody.ru;2131805;5639;3475;20293
factburger.com;2292531;596;1553;48131
faktyoswiecim.pl;6927642;1895;20626;76867
farajiacademy.com;7463952;5091;91331;68515
fardisfilm.ir;2301182;1660;8592;32460
farnhammaltings.com;985115;463;9825;11440
farsilynda.com;3377430;673;8740;17920
fashionunited.es;4770456;5696;489;76573
fashionunited.fr;4904846;5367;419;89324
fastmb.ru;8774545;140;23729;101853
favoritti.com;7909892;1137;25741;121046
fbombpizza.com;1842712;3114;200;33937
fckarpaty.com;14533956;4934;99484;161135
feastandfarm.com;5880460;2651;7558;86374
fenerium.com;7774482;13267;38849;95422
feqhweb.com;4260674;3086;200;17518
fetedelanature.com;12947351;1141;26248;83533
film-ua.com;5417102;1130;6085;60462
filosofia.ru;2426102;1600;12499;49385
filternews.in;9668324;11091;43609;83921
findauction.in;1386741;1676;6052;14990
firedrop.com;6390303;759;246;71488
firstchk.com;1924848;1651;8963;10499
firstlaunch.in;4812950;1711;24391;50797
fitclub.ir;4428278;2;13368;43639
fitnessster.com;5918043;556;10061;44228
fitpeople.com;10867776;1502;432;159476
fiza.ir;5629971;3634;25641;68986
flarumtr.com;3089909;3587;25070;32874
fliplet.com;9538126;1644;54995;159710
flixier.com;5741772;1317;34414;68798
flonga.com;4193010;224;424;70432
milliken.com;20171412;10;51679;159213
fluidbuzz.com;1853583;1290;15172;15792
fluxbuilder.com;13213002;4555;473;152187
flyarystan.com;8509603;3099;29098;49482
fm103.com.br;283422;1;4947;3502
fmforums.com;7279195;1265;23143;44516
fmrockandpop.com;7291831;1829;36043;84685
fnn24.com;6480179;4248;48021;91285
focusedcollection.com;3940711;318;13791;37148
foodiesuite.com;3772489;4207;38614;62349
forexareal.ru;3364842;3;14974;35604
forex-ratings.ru;1820620;14;12988;30974
formbuilder.online;2535478;915;7884;20395
formulavkusa23.ru;2256792;850;8342;34857
forogore.com;14929083;7615;29;4139
mbclub.co.uk;4843461;2751;347;76204
nethergames.org;13932639;3551;34287;177476
framatube.org;11299252;1408;31656;157958
frifagbevegelse.no;9548681;3201;7587;165362
fringeworld.com.au;12606574;2145;27722;110982
frontpagelive.com;39043888;2839;244667;525293
renault.be;7568860;1147;12707;118720
fuckcombustion.com;1596736;2469;200;17985
fueltok.com;3777877;1956;11026;37653
fullinvest.ru;3556930;3;17030;39012
furf.com;618156;1;428;4141
fxf1.com;1822627;1151;13303;19682
fyyd.de;511317;1;200;7
gaaty.com;1770428;231;17442;27097
gacetadental.com;11035176;3356;89381;115173
gadgetadvisor.com;2870945;2408;10315;60919
gadgetir.com;8060334;1021;29768;144694
gafki.ru;3322318;1972;9343;63424
gameappch.com;2216621;2348;6562;8349
game-game.ro;2175603;1670;1912;39719
gamepass.ir;6975697;4523;60016;49703
games-online.io;6216015;1127;6455;53898
ganjipakhsh.com;4587191;28;7585;38964
gaudiumpress.org;17577225;2995;41205;241549
gaychik.art;1861483;167;4667;29415
gem1music.com;1905993;560;5413;24580
geniebook.com;10818543;2541;21971;202805
ge-n-ya.com;4105430;17149;5938;74825
geodb.com;5224254;11885;207;67312
geografixx.com;13459118;1730;96173;96402
geography.name;2727843;775;3591;64000
germancarforum.com;4420572;2890;242;64540
getavataaars.com;2567064;523;25021;37406
getmakerlog.com;21455821;2343;24232;105559
gezonderleven.com;10669403;1026;432;162638
ghc.health;5104936;1666;43029;59459
giaimasohoc.com;4582500;26815;2754;53398
giamduonghuyet.online;8048893;7223;21802;59804
gifft.me;9078364;2422;11710;188116
ginatrapani.org;759707;174;284;12154
gingerwithspice.com;6221003;2582;5694;87401
glem.com.ua;9468089;456;14895;160502
global.id;19064962;158;2610;337149
glomania.com;6953539;2497;50241;78352
glos24.pl;14247608;5967;431;250058
gluebenchmark.com;6551406;589;3871;121454
gnula.app;5551868;4032;24113;55535
goatguns.com;15120932;647;45177;242269
godatenow.com;3924551;1052;7724;59368
gojob.az;4119423;599;23561;67480
goknet.com.tr;7819975;1922;57320;94545
gololy.com;6113291;2205;9079;93209
gomrok98.com;4301973;1186;38981;41723
gooshicenter.com;5838989;1229;45739;59364
goqnotes.com;16942777;2759;60073;285991
gospodari.com;22038969;27749;2717;94113
gourmandelle.com;6748739;3599;3378;90205
govshop.com;14778665;1080;97174;177847
govtjobonline.in;3394728;2666;7189;70462
gradinamax.ro;10326563;3465;16941;51269
grantorrents.org;1337200;642;12522;9840
grata.com;9198734;20866;464;152053
greatimi.com;11244985;22798;1328;149557
greenice.com;7048897;9023;34540;67000
greenpointers.com;8719309;5213;200;97015
gretastravels.com;5723971;2534;5159;80187
greystonebooks.com;7823743;565;28566;89373
grocerapp.pk;5053580;1714;1152;86516
gruccia.ir;7668541;2490;47384;80125
gruposmedia.com;11306180;4832;63380;160614
guaiba.com.br;16730508;57318;4323;160591
guidetothephilippines.ph;8881165;1032;18896;178955
gujaratcricketassociation.com;5777962;1486;45165;32894
gujaratexclusive.in;6157902;2857;50227;67237
gusev-crb.ru;2220632;855;8348;34817
herokuapp.com;1917412;106;21694;24211
haberler33.com;5327586;14620;20205;70237
hamyarkhas.ir;3171631;3651;200;32507
happykitchen.rocks;5919536;4517;3583;95410
hardhatengineer.com;352824;1;6586;1293
harpersbazaar.kz;7377630;559;27026;104862
harrisonheating.co.uk;5241351;5;21343;56535
hasgeek.com;2283885;1;10060;21789
hashxp.org;4550099;3662;200;61080
hatarakujob.com;3045029;2165;8903;35069
havaianas.com.br;10604992;1932;30667;147827
healthiertalk.com;3328410;2639;5982;54145
hellomobile.com;7204168;1390;36955;113571
herewebook.dk;5855590;6240;5713;75081
hermes-bags.net;2135101;4;5117;50398
hexed.it;1735023;64;4085;29669
hig365.com;11693880;779;59269;193218
highlandscurrent.org;9006452;6786;37729;72988
himachalabhiabhi.com;34093870;6926;55339;273245
hindixnxx.pro;4612392;1125;1060;16849
hiphopizados.com;10670552;1445;45961;103602
hirarinco.fun;3528967;20604;200;41140
hkrtrainings.com;2678870;1190;30459;31933
hoavouu.com;7850304;509;21406;155469
hoiclue.jp;6564021;2588;22873;104520
holidaygolf.co.kr;6520158;2;110456;21747
hollyshop.ru;8690646;597;28189;89735
holtorfmed.com;2992022;5056;472;50990
homecityinc.com;7952380;1968;17522;118135
homedecoratione.com;3988960;781;29677;71453
homeindexer.ca;2063416;4760;6094;9806
homeschoolhideout.com;8587916;2366;30051;108503
homeworkhelperid.com;1073336;415;1796;20777
hopetomorrows.online;10651;0;0;0
horizn-studios.com;8163336;2;38248;105121
horizon.vn;3851503;1108;51256;49498
horrorfind.com;2683904;44;1733;62305
hostingdiscussion.com;1504006;2320;0;17540
hotsexvidios.com;8676861;1431;876;26513
houseofharo.com;3235744;2610;6473;56645
houseofpetali.com;5351898;2953;96;101711
innovationmap.com;4461397;9953;9854;63324
hr7xx.net;5009458;4467;2119;88106
hsionline.com;1939584;2747;5887;23553
huddlecamhd.com;9647849;563;44328;149756
hufgefluester.eu;10793158;8419;18848;102546
hulkshop.com.ua;1833546;2278;12881;15642
huurda.nl;4813299;1;5977;54687
